original_filename,page,file_url,platform_link,InvoiceDate,InvoiceNumber,Project_Name,SupplierName,Total,Description,Amount,Qty,Unit_Price,Item,col1,col2,col3,col4,col5
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77","8 x 2 "" MJ Tee",,,,13,3.0,EA,$ 622.00,"$ 1,866.00",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77","10 "" x 8 "" MJ Reducer",,,,14,1.0,EA,$ 588.00,$ 588.00,
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77","10 x 6 "" MJ Reducer",,,,15,3.0 ooooo,EA,$ 603.00,S 1.809.00,
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77","8 x6 "" MJ Reducer 
10 "" -90 ° MJ Bend",,,,"16 
17","1.0 
1.0","EA 
EA","$ 
$ 447.00 
857.00","$ 
S 447.00 
857.00",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77","10 "" -45 MJ Bend",,,,18,10.0,EA,$ 723.00,"S 7,230.00",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77","10 "" -22 1/2 MJ Bend",,,,19,2.0,EA,$ 722.00,"$ 1,444.00",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77",8-90 MJ Bend,,,,20,1.0,EA,$ 549.00,S 549.00,
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77","8 "" -45 * MJ Bend",,,,21,3.0,EA,$ 515.00,"S 1,545.00",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77","Fire Hydrant Assembly 
8 "" Check Valve",,,,"22 
23","10.0 
3.0","EA 
EA","$ 
$ 5,790.00 
8,120.00","$ 
$ 57,900.00 
24,360.00",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77",FDC,,,,24,3.0,EA,"$ 2,550.00","$ 7,650,00",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77","10 "" Compound Master Water Meter",,,,,,,,,
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77",Assembly,,,,25,1.0,EA,"$ 33,580.00","$ 33,580,00",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77","2 "" Cap / TBO 
8 "" Cap / TBO",,,,"26 
27","3.0 
3.0","EA 
EA","$ 
$ 868.00 
983.00","$ 
$ 2,604.00 
2,949,00",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77","8 "" Stainless Steer Fire Riser",,,,28,3.0,EA,"$ 2,315.00","$ 6,945.00",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77","2 "" Water Service to Lift Station",,,,29,1.0,EA,$ 3.020.00,"$ 3,020,00",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77",Restrained Joints,,,,30,1.0,LS,"$ 32,565.00","$ 32,565,00",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77","Chlorine Injection Point 
Maintenance of Traffic",,,,"31 
32","1.0 
1.0","EA 
LS","$ 
$ 615.00 
2,705.00","$ 
$ 615.00 
2,705.00",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77",Offsite Restoration,,,,33,1.0,LS,$ 959.00,$ 959.00,
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77",Trench Box / Shoring,,,,34,1.0,LS,$ 4.305.00,$ 4.305.00,
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77","Remove 10 "" Post Indicator Valve 
and Replace with 10 "" Gate Valve",,,,35,1.0,1 EA,,"$ 5,655.00",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77","and Replace with 10 "" Gate Valve 
10 "" Sold Sleeve",,,,"35 
36",2.0,1 EA,"$ 
$ 5,655.00 
749.00","$ 
$ 5,655.00 
1.498.00",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77",Temporary 6 Jumper,,,,37,1.0,5 EA,"$ 12,860.00","$ 12,860.00",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77",Chlorination,,,,38,1.0,55 LS,"$ 6,570.00","$ 6,570.00",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77",Pressure Test,,,,39,1.0,LS,"$ 6,570.00","$ 6,570.00",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77","CHANGE ORDERS 
CO # 1 - Remove Paving Items # 9 ,",,,,,,,,,
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77",# 10 and # 11 From Contract and,,,,,,,,,
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77","Add Back in Costs to Grade All 
Sidewalks",,,,1,1.0,LS,"$ ( 122,138.00 )","$ ( 122,138.00 )",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77",CO # 2 - Plan Changes made of,,,,,,,,,
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77",03/2022 Revision,,,,2,1.0,LS,"$ 339,777.00","$ 339,777.00",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77",Around Owner's Trailer CO # 3 - Mowing Maintenance,,,,3,1.0,LS,"$ 2,500.00","$ 2,500.00",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77",CO # 4 - Plan Revisions,,,,4,1.0,LS,"$ ( 474,126.00 )","$ ( 474,126.00 )",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77","CO # 5 - Reduction of 1 "" of Conrete",,,,,,,,,
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77","( By Others ) at Truck Paving for 
Bldas 100 & 200",,,,5,1.0,LS,"$ 6,151.00","$ 6,151.00",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77","CO # 6 - Installation of Temporary 
Parking Lot",,,,6,1.0,LS,"$ 5,275.00","$ 5,275.00",
all_2-7.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/536a6c48-6ce9-4644-83c2-5c39e0b9715f-1.jpeg?expires=1699316261&or=0&s=ede0e8af706a54817309c0098b80c780,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/4f115216-7cdc-11ee-8a9e-96e0b087f49f,05/25/23,22004-12,Manatee County Logistics,"DEME CONSTRUCTION , LLC","8,204,437.77",CO # 7 - Add Phase 2 Storm Pipe,,,,,,,,,
