original_filename,page,file_url,platform_link,Total,InvoiceNumber,SupplierName,InvoiceDate,Project_Name,Item,Unit_Price,Amount,Qty,Description,col1,col2,col3
DemeConstruction2-4.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/eab416e4-03d5-45ed-873d-7e3aae315613-1.jpeg?expires=1699884932&or=0&s=7ab4b9e98834b6c57d32cc1ec7813e9c,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb0f783-7ce9-11ee-8da9-0a5d580da23f,"708,378.85",22004-13,"DEME CONSTRUCTION , LLC",06/23/23,Manatee County Logistics,11,"$ 370,112.00","$ 370,112.00",1.0,Lift Station,,EA,
DemeConstruction2-4.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/eab416e4-03d5-45ed-873d-7e3aae315613-1.jpeg?expires=1699884932&or=0&s=7ab4b9e98834b6c57d32cc1ec7813e9c,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb0f783-7ce9-11ee-8da9-0a5d580da23f,"708,378.85",22004-13,"DEME CONSTRUCTION , LLC",06/23/23,Manatee County Logistics,12,"$ 1,775.00","$ 5,325.00",3.0,Single Service Connection,,EA,
DemeConstruction2-4.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/eab416e4-03d5-45ed-873d-7e3aae315613-1.jpeg?expires=1699884932&or=0&s=7ab4b9e98834b6c57d32cc1ec7813e9c,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb0f783-7ce9-11ee-8da9-0a5d580da23f,"708,378.85",22004-13,"DEME CONSTRUCTION , LLC",06/23/23,Manatee County Logistics,13,"2,645.00 LA","$ 2,645.00",1.0,Sanitary Sewer System Testing,,LS,
DemeConstruction2-4.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/eab416e4-03d5-45ed-873d-7e3aae315613-1.jpeg?expires=1699884932&or=0&s=7ab4b9e98834b6c57d32cc1ec7813e9c,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb0f783-7ce9-11ee-8da9-0a5d580da23f,"708,378.85",22004-13,"DEME CONSTRUCTION , LLC",06/23/23,Manatee County Logistics,14,"1,890.00 $","$ 1,890.00",1.0,Air Testing,,LS,
DemeConstruction2-4.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/eab416e4-03d5-45ed-873d-7e3aae315613-1.jpeg?expires=1699884932&or=0&s=7ab4b9e98834b6c57d32cc1ec7813e9c,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb0f783-7ce9-11ee-8da9-0a5d580da23f,"708,378.85",22004-13,"DEME CONSTRUCTION , LLC",06/23/23,Manatee County Logistics,15,"4,505.00 $","$ 4,505.00",1.0,"6 "" x 4 "" Tapping Sleeve and Valve",,EA,
DemeConstruction2-4.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/eab416e4-03d5-45ed-873d-7e3aae315613-1.jpeg?expires=1699884932&or=0&s=7ab4b9e98834b6c57d32cc1ec7813e9c,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb0f783-7ce9-11ee-8da9-0a5d580da23f,"708,378.85",22004-13,"DEME CONSTRUCTION , LLC",06/23/23,Manatee County Logistics,16,19.95 $,"$ 1,995.00",100.0,"4 "" PVC DR18",,LF,
DemeConstruction2-4.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/eab416e4-03d5-45ed-873d-7e3aae315613-1.jpeg?expires=1699884932&or=0&s=7ab4b9e98834b6c57d32cc1ec7813e9c,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb0f783-7ce9-11ee-8da9-0a5d580da23f,"708,378.85",22004-13,"DEME CONSTRUCTION , LLC",06/23/23,Manatee County Logistics,17,"3,955.00 $","$ 3,955.00",1.0,"4 "" Plug Valve and Box",,EA,
DemeConstruction2-4.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/eab416e4-03d5-45ed-873d-7e3aae315613-1.jpeg?expires=1699884932&or=0&s=7ab4b9e98834b6c57d32cc1ec7813e9c,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb0f783-7ce9-11ee-8da9-0a5d580da23f,"708,378.85",22004-13,"DEME CONSTRUCTION , LLC",06/23/23,Manatee County Logistics,18,40.15,"$ 4,015.00",100.0,"8 "" PVC SDR 11 Casing",,LF,
DemeConstruction2-4.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/eab416e4-03d5-45ed-873d-7e3aae315613-1.jpeg?expires=1699884932&or=0&s=7ab4b9e98834b6c57d32cc1ec7813e9c,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb0f783-7ce9-11ee-8da9-0a5d580da23f,"708,378.85",22004-13,"DEME CONSTRUCTION , LLC",06/23/23,Manatee County Logistics,19,390.00 $,$ 390.00,1.0,Restrained Joints,,LS,
DemeConstruction2-4.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/eab416e4-03d5-45ed-873d-7e3aae315613-1.jpeg?expires=1699884932&or=0&s=7ab4b9e98834b6c57d32cc1ec7813e9c,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb0f783-7ce9-11ee-8da9-0a5d580da23f,"708,378.85",22004-13,"DEME CONSTRUCTION , LLC",06/23/23,Manatee County Logistics,20,123.00,$ 123.00,1.0,Pressure Test Forcemain,,LS,
DemeConstruction2-4.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/eab416e4-03d5-45ed-873d-7e3aae315613-1.jpeg?expires=1699884932&or=0&s=7ab4b9e98834b6c57d32cc1ec7813e9c,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb0f783-7ce9-11ee-8da9-0a5d580da23f,"708,378.85",22004-13,"DEME CONSTRUCTION , LLC",06/23/23,Manatee County Logistics,21,925.00 $,$ 925.00,1.0,"4 "" Cap / TBO",,EA,
DemeConstruction2-4.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/eab416e4-03d5-45ed-873d-7e3aae315613-1.jpeg?expires=1699884932&or=0&s=7ab4b9e98834b6c57d32cc1ec7813e9c,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb0f783-7ce9-11ee-8da9-0a5d580da23f,"708,378.85",22004-13,"DEME CONSTRUCTION , LLC",06/23/23,Manatee County Logistics,22,"4,305.00 $","$ 4,305.00",1.0,Trench Box / Shoring,,க,
DemeConstruction2-4.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/eab416e4-03d5-45ed-873d-7e3aae315613-1.jpeg?expires=1699884932&or=0&s=7ab4b9e98834b6c57d32cc1ec7813e9c,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb0f783-7ce9-11ee-8da9-0a5d580da23f,"708,378.85",22004-13,"DEME CONSTRUCTION , LLC",06/23/23,Manatee County Logistics,23,615.00 $,$ 615.00,1.0,Offsite Restoration,,க,
DemeConstruction2-4.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/eab416e4-03d5-45ed-873d-7e3aae315613-1.jpeg?expires=1699884932&or=0&s=7ab4b9e98834b6c57d32cc1ec7813e9c,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb0f783-7ce9-11ee-8da9-0a5d580da23f,"708,378.85",22004-13,"DEME CONSTRUCTION , LLC",06/23/23,Manatee County Logistics,24,12.30 $,$ 246.00,20.0,"Remove 4 "" Sidewalk",,7 LF,
DemeConstruction2-4.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/eab416e4-03d5-45ed-873d-7e3aae315613-1.jpeg?expires=1699884932&or=0&s=7ab4b9e98834b6c57d32cc1ec7813e9c,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb0f783-7ce9-11ee-8da9-0a5d580da23f,"708,378.85",22004-13,"DEME CONSTRUCTION , LLC",06/23/23,Manatee County Logistics,25,5.35,$ 535.00,100.0,"4 "" Thick Concrete Sidewalk Non 
reinforced",,SF,
DemeConstruction2-4.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/eab416e4-03d5-45ed-873d-7e3aae315613-1.jpeg?expires=1699884932&or=0&s=7ab4b9e98834b6c57d32cc1ec7813e9c,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb0f783-7ce9-11ee-8da9-0a5d580da23f,"708,378.85",22004-13,"DEME CONSTRUCTION , LLC",06/23/23,Manatee County Logistics,26,"$ 39,970.00","$ 39,970.00",1.0,Open Cut and Restore Asphalt,,LS,
DemeConstruction2-4.pdf,0,https://nnts.imgix.net/uploadedfiles/9f496cdd-b793-459f-8b18-96f333e3abc9/PredictionImages/eab416e4-03d5-45ed-873d-7e3aae315613-1.jpeg?expires=1699884932&or=0&s=7ab4b9e98834b6c57d32cc1ec7813e9c,https://app.nanonets.com/#/ocr/test/9f496cdd-b793-459f-8b18-96f333e3abc9/cbb0f783-7ce9-11ee-8da9-0a5d580da23f,"708,378.85",22004-13,"DEME CONSTRUCTION , LLC",06/23/23,Manatee County Logistics,,,,,,,,
