InvoiceDate,InvoiceNumber,Total,Project_Name,SupplierName,Item,Description,Qty,Unit_Price,Amount,Month
2023-01-20,21096-14,1075530.62,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,"XVII 
XVIII","excavate and repair existing FDC 
lower existing fire line in conf w / storm",,,"$ 4,198.55",2023-01
2023-01-20,21096-14,1075530.62,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,XIX,raising structure tops at grate inlet 1 and 3,,,"$ 8,600.02 
$ 4,360.00",2023-01
2023-01-20,21096-14,1075530.62,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,XXI XX,"Addl D curb south parking lot 
Addl sidewalk",,,"$ 2,769.00 
$ 2,835.60",2023-01
2023-01-20,21096-14,1075530.62,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,XXII,Raise hydrants,,,$$ 15.95,2023-01
2023-01-20,21096-14,1075530.62,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,,,,,,2023-01
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,I,General Conditions,,,"$ 83,798.00",2023-07
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,11,Demolition,,,"$ 104,851.00",2023-07
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,III E,Earthwork,,,"$ 567,834.00",2023-07
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,IV,Drainage Improvements,,,"116,002,00",2023-07
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,V,Sanitary Sewer Service,,,"$ 116,002,00",2023-07
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,,,,,"$ 13,414.00",2023-07
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,VI,Concrete Improvements,,,"$ 48,482.00",2023-07
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,VII,Paving Improvements,,,"$ 109,450.00",2023-07
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,VIII,Erosion Control,,,"$ 28,956.00",2023-07
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,IX,Geotextile Under Crane Road,,,"$ 5,495.00",2023-07
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,,ADDITIONAL WORK,,,,2023-07
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,"X 
XI","CO # 1 Fire hydrant removal and storage 
CO # 2",,,"$ 2,807,40",2023-07
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,XII,Reclaim water add'l scope,,,"( $ 37,708.82 ) 
$ 4,590.60",2023-07
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,"XIII 
XIV","modifications to curb inlet 
remove trees ( drive and prop pond bank )",,,"$ 1,797.07 
$ 814.00",2023-07
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,"XV 
XVI","Mill overlay stripe south parking lot 
hydrant adj per RFI 23",,,"$ 0.00 
$ 1,669.25",2023-07
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,"XVII 
XVIII","excavate and repair existing FDC 
lower existing fire line in conf w / storm",,,"$ 4,198.55",2023-07
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,"XIX 
XX","raising structure tops at grate inlet 1 and 3 
Addl D curb south",,,"$ 8,600.02 
$ 4,360.00",2023-07
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,XXI,Addl sidewalk south parking lot,,,"$ 2,769.00 
$ 2,835.60",2023-07
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,"XXII 
XXIII","Raise hydrants 
Additional mobilization for concrete",,,"$ 5,378.02 
$ 2,852.30",2023-07
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,"XIX 
XX","Asphalt escalation 
Additional curb at transformers",,,"$ 9,132.71 
$ 5,065.69",2023-07
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,XXI,"100 sq ft of sidewalk removal and replacement 
at four separate locations on site",,,"$ 1,222.28",2023-07
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,"XXII 
XXIII","31 Concrete bumpers 
Adden cost",,,"$ 2,236.65 
$ 774.03",2023-07
2023-07-20,21096-16,1101676.35,T - 166 Halkey - Roberts Expansion,Raymow Construction Company,,,,,$ 774.03,2023-07
